file_id,file_name,source,source_url,license,label,category,event_type,duration_seconds,sample_rate,channels,file_format,quality_rating,usable_for_training,has_url,category_display
zapsplat_5c57558d3d,foley_inflatable_air_release_from_valve.mp3,ZapSplat,https://www.zapsplat.com/music/air-release-from-inflatable-lilo-or-similar-valve/,ZapSplat Standard License — attribution required,air_leak,air_leak,inflatable_lilo_valve_air_release,,,,mp3,,True,True,Air leak
zapsplat_f9a559c11f,zapsplat_industrial_pump_air_release_hiss_001_67228.mp3,ZapSplat,https://www.zapsplat.com/music/large-industrial-pump-air-release-hiss-1/,ZapSplat Standard License — attribution required,air_leak,air_leak,large_industrial_pump_air_release_hiss_1,,,,mp3,,True,True,Air leak
zapsplat_7c926ed3aa,zapsplat_industrial_pump_air_release_hiss_002_67229.mp3,ZapSplat,https://www.zapsplat.com/music/large-industrial-pump-air-release-hiss-2/,ZapSplat Standard License — attribution required,air_leak,air_leak,large_industrial_pump_air_release_hiss_2,,,,mp3,,True,True,Air leak
zapsplat_3fbff0c4c3,zapsplat_industrial_pump_air_release_hiss_003_67230.mp3,ZapSplat,https://www.zapsplat.com/music/large-industrial-pump-air-release-hiss-3/,ZapSplat Standard License — attribution required,air_leak,air_leak,large_industrial_pump_air_release_hiss_3,,,,mp3,,True,True,Air leak
zapsplat_7938132bfc,zapsplat_household_water_pressure_spray_bottle_release_air_001_17814.mp3,ZapSplat,https://www.zapsplat.com/music/pressurised-water-spray-bottle-air-release-1/,ZapSplat Standard License — attribution required,air_leak,air_leak,pressurised_water_spray_bottle_air_release_1,,,,mp3,,True,True,Air leak
zapsplat_359f747b1d,zapsplat_household_water_pressure_spray_bottle_release_air_002_17815.mp3,ZapSplat,https://www.zapsplat.com/music/pressurised-water-spray-bottle-air-release-2/,ZapSplat Standard License — attribution required,air_leak,air_leak,pressurised_water_spray_bottle_air_release_2,,,,mp3,,True,True,Air leak
zapsplat_6da84464999f,zapsplat_foley_balloon_deflate_puncture_air_hiss_60367.mp3,ZapSplat,https://www.zapsplat.com/music/puncture-air-leak-and-hiss/,ZapSplat Standard License — attribution required,air_leak,air_leak,puncture_air_leak_hiss,,,,mp3,,True,True,Air leak
zapsplat_bf8122bc2bb1,zapsplat_science_fiction_spacecraft_engine_idle_whine_68596.mp3,ZapSplat,https://www.zapsplat.com/music/science-fiction-air-hiss-release-distant-sci-fi/,ZapSplat Standard License — attribution required,air_leak,air_leak,sci_fi_air_hiss_release_distant,,,,mp3,,True,True,Air leak
zapsplat_46bc50d835,esm_distant_air_pressure_release_futuristic_mobile_app_pick_up_sci_fi_mechanical_glitch.mp3,ZapSplat,https://www.zapsplat.com/music/science-fiction-distant-air-pressure-hiss-release-could-be-door/,ZapSplat Standard License — attribution required,air_leak,air_leak,sci_fi_distant_air_pressure_hiss_release,,,,mp3,,True,True,Air leak
zapsplat_937d74e67d,esm_droned_echo_power_over_1.mp3,ZapSplat,https://www.zapsplat.com/music/science-fiction-machine-or-door-hydraulic-hiss-air-release-droned-echo-power-over-1/,ZapSplat Standard License — attribution required,air_leak,air_leak,sci_fi_hydraulic_hiss_air_release_power_over_1,,,,mp3,,True,True,Air leak
zapsplat_b4cdb61b43,esm_droned_echo_power_over_2.mp3,ZapSplat,https://www.zapsplat.com/music/science-fiction-machine-or-door-hydraulic-hiss-air-release-droned-echo-power-over-2/,ZapSplat Standard License — attribution required,air_leak,air_leak,sci_fi_hydraulic_hiss_air_release_power_over_2,,,,mp3,,True,True,Air leak
zapsplat_919d0b5bf2,audio_mangler_tek_science_fiction_machine_hydraulic_air_hiss_release_179.mp3,ZapSplat,https://www.zapsplat.com/music/science-fiction-machine-hydraulic-air-hiss-and-release/,ZapSplat Standard License — attribution required,air_leak,air_leak,sci_fi_machine_hydraulic_air_hiss_release,,,,mp3,,True,True,Air leak
zapsplat_e1b547c69b,zapsplat_sci_fi_ui_tone_open_airy_hiss_air_release_and_thud.mp3,ZapSplat,https://www.zapsplat.com/music/sci-fi-ui-tone-open-airy-hiss-air-release-and-thud/,ZapSplat Standard License — attribution required,air_leak,air_leak,sci_fi_ui_tone_air_hiss_release_thud,,,,mp3,,True,True,Air leak
zapsplat_6fe2ab1c65,zapsplat_industrial_small_gas_canister_release_gas_air_hiss_short_001_78659.mp3,ZapSplat,https://www.zapsplat.com/music/small-metal-gas-canister-gas-release-air-hiss-short-1/,ZapSplat Standard License — attribution required,air_leak,air_leak,small_metal_gas_canister_air_hiss_short_1,,,,mp3,,True,True,Air leak
zapsplat_9f64cb4142,zapsplat_industrial_small_gas_canister_release_gas_air_hiss_short_002_78660.mp3,ZapSplat,https://www.zapsplat.com/music/small-metal-gas-canister-gas-release-air-hiss-short-2/,ZapSplat Standard License — attribution required,air_leak,air_leak,small_metal_gas_canister_air_hiss_short_2,,,,mp3,,True,True,Air leak
zapsplat_0be6457cb1,zapsplat_industrial_small_gas_canister_release_gas_air_hiss_short_003_78661.mp3,ZapSplat,https://www.zapsplat.com/music/small-metal-gas-canister-gas-release-air-hiss-short-3/,ZapSplat Standard License — attribution required,air_leak,air_leak,small_metal_gas_canister_air_hiss_short_3,,,,mp3,,True,True,Air leak
zapsplat_67f86be530,zapsplat_industrial_small_gas_canister_release_gas_air_hiss_short_004_78662.mp3,ZapSplat,https://www.zapsplat.com/music/small-metal-gas-canister-gas-release-air-hiss-short-4/,ZapSplat Standard License — attribution required,air_leak,air_leak,small_metal_gas_canister_air_hiss_short_4,,,,mp3,,True,True,Air leak
zapsplat_5e523b90ce,zapsplat_industrial_small_gas_canister_release_gas_air_hiss_weak_78663.mp3,ZapSplat,https://www.zapsplat.com/music/small-metal-gas-canister-gas-release-air-hiss-weak/,ZapSplat Standard License — attribution required,air_leak,air_leak,small_metal_gas_canister_air_hiss_weak,,,,mp3,,True,True,Air leak
zapsplat_f8f32dec65,smartsound_CONSTRUCTION_GARAGE_Tire_Pressure_Control_Release_02.mp3,ZapSplat,https://www.zapsplat.com/music/releasing-the-tube-of-tire-pressure-control-system-from-a-car-wheel-hissing-air-2/,ZapSplat Standard License — attribution required,air_leak,air_leak,tire_pressure_control_system_hissing_air_2,,,,mp3,,True,True,Air leak
3f898fab-ad9a-4696-9323-fd4222227da7,freesound_671566_air_hiss_Gas_Stove_Leak_Air_Hiss.mp3,Freesound,https://freesound.org/people/Geoff-Bremner-Audio/sounds/671566/,CC BY 4.0,air_leak,damage_related,air_hiss,17.4784,44100.0,2.0,wav,,review_required,True,Damage-related
3fad66bb-50e2-4a7a-ad41-e897a8135c88,freesound_682816_air_hiss_Gas_Leak_2.wav.mp3,Freesound,https://freesound.org/people/Geoff-Bremner-Audio/sounds/682816/,CC BY 4.0,air_leak,damage_related,air_hiss,0.24,44100.0,1.0,wav,,review_required,True,Damage-related
56738e2b-6448-44ca-b65d-b218f086160b,freesound_274752_air_hiss_Gas_Leak.mp3,Freesound,https://freesound.org/people/kwahmah_02/sounds/274752/,CC BY 3.0,air_leak,damage_related,air_hiss,83.6267,48000.0,2.0,wav,,review_required,True,Damage-related
61fc353a-45d2-41af-8fde-a40505366b59,freesound_277361_air_hiss_file0571_air_hiss_strongest.wav.mp3,Freesound,https://freesound.org/people/beerbelly38/sounds/277361/,CC BY-NC 4.0,air_leak,damage_related,air_hiss,5.72497,44100.0,2.0,wav,,review_required,True,Damage-related
81c8ff07-5bdb-4744-bb0b-59f7e191b203,freesound_367125_air_hiss_Air_Hiss.mp3,Freesound,https://freesound.org/people/Jofae/sounds/367125/,CC0 1.0,air_leak,damage_related,air_hiss,2.21519,44100.0,2.0,mp3,,review_required,True,Damage-related
9e8a85b1-e6e7-4a18-8bd4-06267e3e59d3,freesound_326960_air_hiss_aerosol.wav.mp3,Freesound,https://freesound.org/people/Bleachbear/sounds/326960/,CC BY-NC 3.0,air_leak,damage_related,air_hiss,17.33,48000.0,2.0,wav,,review_required,True,Damage-related
b52cc9b0-946b-4755-8f16-2919e7cb5770,freesound_682817_air_hiss_Gas_Leak_3.wav.mp3,Freesound,https://freesound.org/people/Geoff-Bremner-Audio/sounds/682817/,CC BY 4.0,air_leak,damage_related,air_hiss,0.639138,44100.0,1.0,wav,,review_required,True,Damage-related
b5bd9524-ff87-4d19-b2b2-2efa824840fe,freesound_393697_air_hiss_Aerosol.mp3,Freesound,https://freesound.org/people/AntonyBK/sounds/393697/,CC0 1.0,air_leak,damage_related,air_hiss,43.5526,44100.0,2.0,wav,,review_required,True,Damage-related
c48497a2-73d1-4cf3-9d89-8e585813e4cb,freesound_277360_air_hiss_file0571_air_hiss_weak.wav.mp3,Freesound,https://freesound.org/people/beerbelly38/sounds/277360/,CC BY-NC 4.0,air_leak,damage_related,air_hiss,8.21116,44100.0,2.0,wav,,review_required,True,Damage-related
df7ae397-06ee-423e-a94b-ee583aa80fb4,freesound_101799_air_hiss_01911_air_leak.wav.mp3,Freesound,https://freesound.org/people/Robinhood76/sounds/101799/,CC BY-NC 4.0,air_leak,damage_related,air_hiss,0.952381,44100.0,1.0,wav,,review_required,True,Damage-related
e219e8fe-8a0d-437d-a303-a88594a90079,freesound_682815_air_hiss_Gas_Leak_1.wav.mp3,Freesound,https://freesound.org/people/Geoff-Bremner-Audio/sounds/682815/,CC BY 4.0,air_leak,damage_related,air_hiss,0.277483,44100.0,1.0,wav,,review_required,True,Damage-related
e5336464-88cb-4cf5-aee6-8a07118ff232,freesound_682818_air_hiss_Gas_Leak_4.wav.mp3,Freesound,https://freesound.org/people/Geoff-Bremner-Audio/sounds/682818/,CC BY 4.0,air_leak,damage_related,air_hiss,0.212041,44100.0,1.0,wav,,review_required,True,Damage-related
19734a6b-a957-43a2-9089-1b854b533c36,freesound_424424_impact_hit_metal_flick-hit.mp3,Freesound,https://freesound.org/people/Lavacoal123/sounds/424424/,CC0 1.0,mechanical_contact,damage_related,impact_hit,0.973175,44100.0,2.0,mp3,,review_required,True,Damage-related
5168d211-5a9b-4ba4-9399-6a35e1402cca,freesound_408188_impact_hit_Metal_Impact.mp3,Freesound,https://freesound.org/people/170084/sounds/408188/,CC BY-NC 4.0,mechanical_contact,damage_related,impact_hit,22.3156,48000.0,2.0,wav,,review_required,True,Damage-related
8774d32c-fc24-4816-a25f-63fed791294f,freesound_640204_impact_hit_Heavy_Metal_Thud_on_Ground.mp3,Freesound,https://freesound.org/people/7of9Designs/sounds/640204/,CC0 1.0,mechanical_contact,damage_related,impact_hit,0.748798,44100.0,2.0,mp3,,review_required,True,Damage-related
91ea4e0e-54f5-48fe-9353-c4dba6649add,freesound_164219_impact_hit_Thud_metallic_2.wav.mp3,Freesound,https://freesound.org/people/deleted_user_2104797/sounds/164219/,CC0 1.0,mechanical_contact,damage_related,impact_hit,0.68,48000.0,1.0,wav,,review_required,True,Damage-related
921487e4-64c7-456f-a725-75ff86e21a10,freesound_164218_impact_hit_Thud_metallic_3.wav.mp3,Freesound,https://freesound.org/people/deleted_user_2104797/sounds/164218/,CC0 1.0,mechanical_contact,damage_related,impact_hit,0.489354,48000.0,1.0,wav,,review_required,True,Damage-related
99a2689a-ce1f-49ab-bac1-83807eafe9e4,freesound_114019_impact_hit_MetallicThuds3.wav.mp3,Freesound,https://freesound.org/people/EdgardEdition/sounds/114019/,CC BY 3.0,mechanical_contact,damage_related,impact_hit,0.302585,44100.0,2.0,wav,,review_required,True,Damage-related
a0e4d44d-fe9a-4326-aa5a-1efe98affc84,freesound_114017_impact_hit_MetallicThuds.wav.mp3,Freesound,https://freesound.org/people/EdgardEdition/sounds/114017/,CC BY 3.0,mechanical_contact,damage_related,impact_hit,0.6339,44100.0,2.0,wav,,review_required,True,Damage-related
ba9647a3-aa81-46ef-8ac3-c633b3055ea8,freesound_114018_impact_hit_MetallicThuds2.wav.mp3,Freesound,https://freesound.org/people/EdgardEdition/sounds/114018/,CC BY 3.0,mechanical_contact,damage_related,impact_hit,0.494059,44100.0,2.0,wav,,review_required,True,Damage-related
e14d0788-c384-473d-ad3c-3fa31640f5f0,freesound_582620_impact_hit_Metal_Flap_Magnet.flac.mp3,Freesound,https://freesound.org/people/Slivinson/sounds/582620/,CC0 1.0,mechanical_contact,damage_related,impact_hit,37.4408,48000.0,2.0,flac,,review_required,True,Damage-related
e70b1b69-9621-4c87-bca3-f8a90a41effc,freesound_164220_impact_hit_Thud_metallic_1.wav.mp3,Freesound,https://freesound.org/people/deleted_user_2104797/sounds/164220/,CC0 1.0,mechanical_contact,damage_related,impact_hit,0.828562,48000.0,1.0,wav,,review_required,True,Damage-related
6c63b6de-86cd-4586-85b0-a96019e0a5de,freesound_219059_key_scratch_car_Contact_Mic_-_Metal_on_Metal_1.wav.mp3,Freesound,https://freesound.org/people/JarredGibb/sounds/219059/,CC0 1.0,mechanical_contact,damage_related,key_scratch_car,21.6452,48000.0,2.0,wav,,review_required,True,Damage-related
7bc7b5bd-0d4d-4c2e-a3a8-f7ae42f07de1,freesound_219060_key_scratch_car_Contact_Mic_-_Metal_on_Metal_2.wav.mp3,Freesound,https://freesound.org/people/JarredGibb/sounds/219060/,CC0 1.0,mechanical_contact,damage_related,key_scratch_car,16.6615,48000.0,2.0,wav,,review_required,True,Damage-related
00396629-9c7f-434e-acc6-3221c2c32466,freesound_838815_knife_scrape_FOODKware_Knife__Sharpener_Recording_08_JW_Audio.mp3,Freesound,https://freesound.org/people/JW_Audio/sounds/838815/,CC BY 4.0,mechanical_contact,damage_related,knife_scrape,1.17935,96000.0,2.0,wav,,review_required,True,Damage-related
1b719373-f7dc-46e4-b911-fe7260530c81,freesound_641392_knife_scrape_Metal_Scraping.wav.mp3,Freesound,https://freesound.org/people/WhiteFire43/sounds/641392/,CC0 1.0,mechanical_contact,damage_related,knife_scrape,13.0464,48000.0,1.0,wav,,review_required,True,Damage-related
5cc5b2ed-8eef-4b7a-b607-a94aa7f9f6ee,freesound_815764_knife_scrape_Fight_sword__scraping_.mp3,Freesound,https://freesound.org/people/xkeril/sounds/815764/,CC0 1.0,mechanical_contact,damage_related,knife_scrape,8.14658,48000.0,1.0,wav,,review_required,True,Damage-related
5f3ee9f9-33bf-492b-825c-2f6063ea4611,freesound_641384_knife_scrape_Metal_Scraping_02.wav.mp3,Freesound,https://freesound.org/people/WhiteFire43/sounds/641384/,CC0 1.0,mechanical_contact,damage_related,knife_scrape,14.9482,48000.0,1.0,wav,,review_required,True,Damage-related
7de178e3-8d0a-4789-a44d-9984ce1201be,freesound_838817_knife_scrape_FOODKware_Knife__Sharpener_Recording_10_JW_Audio.mp3,Freesound,https://freesound.org/people/JW_Audio/sounds/838817/,CC BY 4.0,mechanical_contact,damage_related,knife_scrape,8.44131,96000.0,2.0,wav,,review_required,True,Damage-related
921d926d-628b-4235-8dcc-551247acaddd,freesound_326665_knife_scrape_Metallic__metal-on-metal_.mp3,Freesound,https://freesound.org/people/150128/sounds/326665/,CC BY-NC 3.0,mechanical_contact,damage_related,knife_scrape,3.5,48000.0,2.0,wav,,review_required,True,Damage-related
b3d2ca8e-5042-4cdb-abe7-10701a56a64d,freesound_838813_knife_scrape_FOODKware_Knife__Sharpener_Recording_06_JW_Audio.mp3,Freesound,https://freesound.org/people/JW_Audio/sounds/838813/,CC BY 4.0,mechanical_contact,damage_related,knife_scrape,3.02653,96000.0,2.0,wav,,review_required,True,Damage-related
bea178ae-dc8e-466c-aa8f-28c2b5338f42,freesound_838816_knife_scrape_FOODKware_Knife__Sharpener_Recording_09_JW_Audio.mp3,Freesound,https://freesound.org/people/JW_Audio/sounds/838816/,CC BY 4.0,mechanical_contact,damage_related,knife_scrape,1.886,96000.0,2.0,wav,,review_required,True,Damage-related
e6d5d613-df1e-4109-81c7-ca7552367ba3,freesound_431214_knife_scrape_sounds_scraping_toast_dishtowel_with_knife_-_homemade.wav.mp3,Freesound,https://freesound.org/people/buzzatsea/sounds/431214/,CC0 1.0,mechanical_contact,damage_related,knife_scrape,7.91512,44100.0,2.0,wav,,review_required,True,Damage-related
075de2ce-c806-4b16-91a4-3d570cdd351a,freesound_436771_plastic_scrape_plastic_fork_scraping_across_water_jug.wav.mp3,Freesound,https://freesound.org/people/Kiyoshiakira/sounds/436771/,CC0 1.0,mechanical_contact,damage_related,plastic_scrape,3.73841,44100.0,2.0,wav,,review_required,True,Damage-related
07d66e1e-373b-4726-b563-bece5032b84d,freesound_381635_plastic_scrape_Plastic_pen_ticking_and_scraping_on_pottery.wav.mp3,Freesound,https://freesound.org/people/Tumbleweed3288/sounds/381635/,CC0 1.0,mechanical_contact,damage_related,plastic_scrape,85.0,48000.0,1.0,wav,,review_required,True,Damage-related
0e0343fa-774e-4003-9b4a-0862ae019f01,freesound_654145_plastic_scrape_Plastic_chair_scraping_on_tiles_fast_1.wav.mp3,Freesound,https://freesound.org/people/Glen_Dorner/sounds/654145/,CC BY 4.0,mechanical_contact,damage_related,plastic_scrape,5.5,48000.0,2.0,wav,,review_required,True,Damage-related
45f74a2a-948e-4d52-a5bc-7e6c38fdc6ff,freesound_654148_plastic_scrape_Plastic_chair_scraping_over_bricks_1.wav.mp3,Freesound,https://freesound.org/people/Glen_Dorner/sounds/654148/,CC BY 4.0,mechanical_contact,damage_related,plastic_scrape,8.0,48000.0,2.0,wav,,review_required,True,Damage-related
77e5277f-2d04-412e-b7de-b0044628b462,freesound_634163_plastic_scrape_Scraping_a_Plastic_Sieve_with_a_Metal_Spoon.mp3,Freesound,https://freesound.org/people/Erbsland-Music/sounds/634163/,CC0 1.0,mechanical_contact,damage_related,plastic_scrape,18.875,96000.0,2.0,wav,,review_required,True,Damage-related
7ecbf813-aae7-43fe-9eb6-6a3425adc33c,freesound_51757_plastic_scrape_plastic_scraped_on_glass.wav.mp3,Freesound,https://freesound.org/people/maarten_wez/sounds/51757/,CC BY 3.0,mechanical_contact,damage_related,plastic_scrape,78.6791,48000.0,1.0,wav,,review_required,True,Damage-related
c8cfd58a-c405-40da-a52d-76ce7ce3aaef,freesound_381634_plastic_scrape_Plastic_pen_scraping_on_a_rock.wav.mp3,Freesound,https://freesound.org/people/Tumbleweed3288/sounds/381634/,CC0 1.0,mechanical_contact,damage_related,plastic_scrape,53.7463,48000.0,1.0,wav,,review_required,True,Damage-related
7fa531e2-443c-4a12-ac03-7632f2a990ac,freesound_122950_puncture_deflate_descending_noise_sweep.flac.mp3,Freesound,https://freesound.org/people/Timbre/sounds/122950/,CC BY-NC 4.0,air_leak,damage_related,puncture_deflate,42.7642,44100.0,1.0,flac,,review_required,True,Damage-related
a94cdeb1-3962-4733-979a-99fbf371b517,freesound_406994_puncture_deflate_Balloon.wav.mp3,Freesound,https://freesound.org/people/Kayo_martins/sounds/406994/,CC0 1.0,air_leak,damage_related,puncture_deflate,45.3254,44100.0,1.0,wav,,review_required,True,Damage-related
f9a3cf55-c08e-4cbe-8259-1374e0adf553,freesound_122991_puncture_deflate_synthetic_puncture_.flac.mp3,Freesound,https://freesound.org/people/Timbre/sounds/122991/,CC BY-NC 4.0,air_leak,damage_related,puncture_deflate,8.84952,44100.0,1.0,flac,,review_required,True,Damage-related
199eb82e-d7ee-4e82-9640-d74fcca554d6,freesound_445301_scraping_metal_Nails_on_metal.wav.mp3,Freesound,https://freesound.org/people/Luzanne0/sounds/445301/,CC BY-NC 3.0,mechanical_contact,damage_related,scraping_metal,21.71,44100.0,2.0,wav,,review_required,True,Damage-related
23d9555d-f092-428e-8bfd-4b5ffaed0ad5,freesound_81193_scraping_metal_metallicscratching.wav.mp3,Freesound,https://freesound.org/people/payattention/sounds/81193/,CC0 1.0,mechanical_contact,damage_related,scraping_metal,15.4013,48000.0,2.0,wav,,review_required,True,Damage-related
74a705e8-d23f-4488-a915-3f7857ca8ed1,freesound_435700_scraping_metal_metal_scraping.mp3,Freesound,https://freesound.org/people/SamsterBirdies/sounds/435700/,CC0 1.0,mechanical_contact,damage_related,scraping_metal,1.75311,44100.0,1.0,mp3,,review_required,True,Damage-related
7bf2f08c-aa1d-40bd-b572-72af35c4189d,freesound_745756_scraping_metal_Slow_rumbling_scrapes_and_scratches.mp3,Freesound,https://freesound.org/people/lori.mortimer/sounds/745756/,CC0 1.0,mechanical_contact,damage_related,scraping_metal,49.1419,48000.0,2.0,wav,,review_required,True,Damage-related
8ec858a1-2f25-4cbd-b13b-e80aa50d3db6,freesound_743259_scraping_metal_Short_Rusty_Metal_Scrape.mp3,Freesound,https://freesound.org/people/qubodup/sounds/743259/,CC0 1.0,mechanical_contact,damage_related,scraping_metal,0.162396,48000.0,1.0,flac,,review_required,True,Damage-related
aaf818c7-e821-4807-ac5b-54f9919c58df,freesound_275711_scraping_metal_scraping_plastic_cup_on_metal04.wav.mp3,Freesound,https://freesound.org/people/wjoojoo/sounds/275711/,CC BY 4.0,mechanical_contact,damage_related,scraping_metal,55.4193,44100.0,1.0,wav,,review_required,True,Damage-related
b5c7fa91-7d45-4700-8bfd-6d70b57137a8,freesound_743258_scraping_metal_Short_Rusty_Metal_Scrape_2.mp3,Freesound,https://freesound.org/people/qubodup/sounds/743258/,CC0 1.0,mechanical_contact,damage_related,scraping_metal,0.162396,48000.0,1.0,flac,,review_required,True,Damage-related
d7bade3d-819e-428f-b945-64945e3c3958,freesound_612762_scraping_metal_Metallic_Scraping_2.wav.mp3,Freesound,https://freesound.org/people/F.M.Audio/sounds/612762/,CC BY 4.0,mechanical_contact,damage_related,scraping_metal,2.43953,96000.0,1.0,wav,,review_required,True,Damage-related
d99fd126-5d22-4740-8a5e-079f31b87da3,freesound_275715_scraping_metal_scraping_weed_puller_on_metal01.wav.mp3,Freesound,https://freesound.org/people/wjoojoo/sounds/275715/,CC BY 4.0,mechanical_contact,damage_related,scraping_metal,23.5078,44100.0,1.0,wav,,review_required,True,Damage-related
e223c1b2-cce6-41e5-88d1-082c24dd3699,freesound_254064_scraping_metal_Metal_Scraping.wav.mp3,Freesound,https://freesound.org/people/Doctor_Jekyll/sounds/254064/,CC BY 4.0,mechanical_contact,damage_related,scraping_metal,3.21751,44100.0,2.0,wav,,review_required,True,Damage-related
40439ba3-4125-4c6e-b6f1-b99a14f5dee1,freesound_575225_bicycle_passing_streetcar_pass_bike_lock__binaural_08.mp3.mp3,Freesound,https://freesound.org/people/TRP/sounds/575225/,CC0 1.0,normal_environment,environment,bicycle_passing,29.0362,44100.0,2.0,mp3,,review_required,True,Environment
4d379124-d017-4840-9d30-09e43d572dcb,freesound_504958_bicycle_passing_CalmStreet_DownTown_NL_SHORT_161001_0997.wav.mp3,Freesound,https://freesound.org/people/klankbeeld/sounds/504958/,CC BY 4.0,normal_environment,environment,bicycle_passing,78.9278,48000.0,2.0,wav,,review_required,True,Environment
5ced64c3-13dc-4044-bdf7-584cad0f9c29,freesound_248080_bicycle_passing_passingBicycle_010.wav.mp3,Freesound,https://freesound.org/people/mattburnett/sounds/248080/,CC BY 3.0,normal_environment,environment,bicycle_passing,10.9279,44100.0,2.0,wav,,review_required,True,Environment
621127f3-2a7f-4706-bd9a-bba8c49b9e5f,freesound_194858_bicycle_passing_Bicycle_passes_3.WAV.mp3,Freesound,https://freesound.org/people/jakobthiesen/sounds/194858/,CC BY 3.0,normal_environment,environment,bicycle_passing,50.9867,96000.0,2.0,wav,,review_required,True,Environment
c255891e-9bd1-4be8-ae61-2f6271704d74,freesound_194860_bicycle_passing_Bicycle_Passes_2.WAV.mp3,Freesound,https://freesound.org/people/jakobthiesen/sounds/194860/,CC BY 3.0,normal_environment,environment,bicycle_passing,51.5627,96000.0,2.0,wav,,review_required,True,Environment
d6827fb0-47b0-4916-9085-6433303bfb80,freesound_378904_bicycle_passing_bike_pass_by.wav.mp3,Freesound,https://freesound.org/people/13gkopeckak/sounds/378904/,CC0 1.0,normal_environment,environment,bicycle_passing,21.52,48000.0,2.0,wav,,review_required,True,Environment
52254f07-9098-40ee-b0e2-37e48b5bf53a,freesound_440419_car_alarm_Alarm_Car_Parking.wav.mp3,Freesound,https://freesound.org/people/cribbler/sounds/440419/,CC0 1.0,normal_environment,environment,car_alarm,2.92267,96000.0,2.0,wav,,review_required,True,Environment
70fcf762-6390-4af8-aa59-0824b29aa07a,freesound_835729_car_alarm_Firetrucks_With_Sirens_Passing_By__Quasi-Isolated_and_Edited_.wav.mp3,Freesound,https://freesound.org/people/RutgerMuller/sounds/835729/,CC0 1.0,normal_environment,environment,car_alarm,36.6102,44100.0,2.0,wav,,review_required,True,Environment
77faf49d-365c-43ce-8ff0-c9cad7c0af4f,freesound_325894_car_alarm_alarma_spark.wav.mp3,Freesound,https://freesound.org/people/comountaller/sounds/325894/,CC BY 3.0,normal_environment,environment,car_alarm,2.56,48000.0,2.0,wav,,review_required,True,Environment
